"","model","itter","acc","kappa","sensW","sensL","sensD"
"247","nnet",50,0.6375,0.438935912938331,0.848484848484849,0.68,0.272727272727273
"248","knn",50,0.6125,0.38750308718202,0.939393939393939,0.56,0.181818181818182
"249","NB",50,0.575,0.336099585062241,0.878787878787879,0.44,0.272727272727273
"250","mlog",50,0.6375,0.427443237907206,0.939393939393939,0.6,0.227272727272727
"251","rf",51,0.65,0.435483870967742,0.894736842105263,0.764705882352941,0.2
"252","nnet",51,0.5875,0.348630643967432,0.842105263157895,0.882352941176471,0
"253","knn",51,0.6625,0.447287615148414,0.973684210526316,0.705882352941177,0.16
"254","NB",51,0.65,0.44125717136443,0.868421052631579,0.588235294117647,0.36
"255","mlog",51,0.5875,0.32977913175933,0.842105263157895,0.647058823529412,0.16
"256","rf",52,0.6,0.366650173181593,0.794117647058823,0.615384615384615,0.25
"257","nnet",52,0.6375,0.41620533467539,0.852941176470588,0.807692307692308,0.05
"258","knn",52,0.6375,0.426026719445819,0.764705882352941,0.692307692307692,0.35
"259","NB",52,0.6375,0.436071949440933,0.735294117647059,0.653846153846154,0.45
"260","mlog",52,0.6375,0.433317049340498,0.735294117647059,0.730769230769231,0.35
"261","rf",53,0.6,0.354513363590519,0.864864864864865,0.379310344827586,0.357142857142857
"262","nnet",53,0.625,0.367588932806324,0.837837837837838,0.620689655172414,0.0714285714285714
"263","knn",53,0.6375,0.402523821787278,0.891891891891892,0.448275862068966,0.357142857142857
"264","NB",53,0.6625,0.459594696022017,0.891891891891892,0.413793103448276,0.571428571428571
"265","mlog",53,0.6625,0.460943349139007,0.783783783783784,0.586206896551724,0.5
"266","rf",54,0.55,0.297046619477667,0.852941176470588,0.588235294117647,0.172413793103448
"267","nnet",54,0.5125,0.239951278928136,0.823529411764706,0.470588235294118,0.172413793103448
"268","knn",54,0.55,0.29186132284239,0.941176470588235,0.647058823529412,0.0344827586206897
"269","NB",54,0.575,0.335288367546432,0.911764705882353,0.647058823529412,0.137931034482759
"270","mlog",54,0.525,0.252704031465093,0.852941176470588,0.529411764705882,0.137931034482759
"271","rf",55,0.675,0.45478374836173,0.837209302325581,0.608695652173913,0.285714285714286
"272","nnet",55,0.7,0.507944643772424,0.790697674418605,0.695652173913043,0.428571428571429
"273","knn",55,0.675,0.457909825384415,0.813953488372093,0.652173913043478,0.285714285714286
"274","NB",55,0.675,0.456066945606695,0.813953488372093,0.608695652173913,0.357142857142857
"275","mlog",55,0.7375,0.561929595827901,0.837209302325581,0.739130434782609,0.428571428571429
"276","rf",56,0.5875,0.321859748266119,0.810810810810811,0.555555555555556,0.28
"277","nnet",56,0.6,0.358556752693561,0.918918918918919,0.777777777777778,0
"278","knn",56,0.625,0.386816555952989,0.918918918918919,0.5,0.28
"279","NB",56,0.575,0.311043566362715,0.837837837837838,0.333333333333333,0.36
"280","mlog",56,0.6625,0.453164556962025,0.864864864864865,0.666666666666667,0.36
"281","rf",57,0.625,0.421268386785628,0.741935483870968,0.785714285714286,0.238095238095238
"282","nnet",57,0.6375,0.443511633485248,0.741935483870968,0.785714285714286,0.285714285714286
"283","knn",57,0.6875,0.521759923481588,0.870967741935484,0.714285714285714,0.380952380952381
"284","NB",57,0.7125,0.558541266794626,0.870967741935484,0.75,0.428571428571429
"285","mlog",57,0.6875,0.512907939600585,0.870967741935484,0.821428571428571,0.238095238095238
"286","rf",58,0.7,0.498563593627579,0.897435897435897,0.583333333333333,0.411764705882353
"287","nnet",58,0.65,0.406622516556291,0.846153846153846,0.791666666666667,0
"288","knn",58,0.7,0.497645211930926,0.923076923076923,0.583333333333333,0.352941176470588
"289","NB",58,0.7125,0.531925718646655,0.871794871794872,0.541666666666667,0.588235294117647
"290","mlog",58,0.6875,0.492256917999492,0.846153846153846,0.541666666666667,0.529411764705882
"291","rf",59,0.65,0.400749063670412,0.818181818181818,0.666666666666667,0.222222222222222
"292","nnet",59,0.7,0.49685534591195,0.818181818181818,0.777777777777778,0.333333333333333
"293","knn",59,0.7125,0.497267759562842,0.886363636363636,0.777777777777778,0.222222222222222
"294","NB",59,0.675,0.443552701979668,0.840909090909091,0.666666666666667,0.277777777777778
"295","mlog",59,0.7,0.475409836065574,0.863636363636364,0.777777777777778,0.222222222222222
"296","rf",60,0.6125,0.404990403071017,0.777777777777778,0.535714285714286,0.375
"297","nnet",60,0.5875,0.35672514619883,0.777777777777778,0.535714285714286,0.25
"298","knn",60,0.6625,0.469026548672566,0.833333333333333,0.571428571428571,0.4375
"299","NB",60,0.625,0.421965317919075,0.805555555555556,0.5,0.4375
"300","mlog",60,0.625,0.4180407371484,0.777777777777778,0.571428571428571,0.375
"301","rf",61,0.55,0.273827534039334,0.885714285714286,0.416666666666667,0.142857142857143
"302","nnet",61,0.5875,0.330119259071302,0.828571428571429,0.75,0
"303","knn",61,0.6125,0.382162431489786,0.914285714285714,0.416666666666667,0.333333333333333
"304","NB",61,0.55,0.272910881090634,0.914285714285714,0.333333333333333,0.19047619047619
"305","mlog",61,0.5625,0.298948422633951,0.828571428571429,0.458333333333333,0.238095238095238
"306","rf",62,0.5875,0.348469891411649,0.833333333333333,0.375,0.4
"307","nnet",62,0.675,0.473684210526316,0.916666666666667,0.875,0
"308","knn",62,0.6625,0.465875370919881,0.888888888888889,0.5,0.45
"309","NB",62,0.675,0.490196078431373,0.861111111111111,0.5,0.55
"310","mlog",62,0.675,0.487684729064039,0.861111111111111,0.625,0.4
"311","rf",63,0.65,0.428717163988778,0.842105263157895,0.666666666666667,0.285714285714286
"312","nnet",63,0.65,0.418634830002595,0.894736842105263,0.857142857142857,0
"313","knn",63,0.625,0.382557242089015,0.868421052631579,0.571428571428571,0.238095238095238
"314","NB",63,0.625,0.390553580497715,0.815789473684211,0.666666666666667,0.238095238095238
"315","mlog",63,0.65,0.426229508196721,0.842105263157895,0.761904761904762,0.19047619047619
"316","rf",64,0.5875,0.348791317217563,0.882352941176471,0.444444444444444,0.263157894736842
"317","nnet",64,0.625,0.387598877264608,0.911764705882353,0.703703703703704,0
"318","knn",64,0.6125,0.387048937221948,0.911764705882353,0.481481481481481,0.263157894736842
"319","NB",64,0.6125,0.400676655389077,0.882352941176471,0.37037037037037,0.473684210526316
"320","mlog",64,0.6125,0.389162561576355,0.882352941176471,0.481481481481481,0.315789473684211
"321","rf",65,0.65,0.456442611016744,0.771428571428571,0.708333333333333,0.380952380952381
"322","nnet",65,0.6125,0.384462645817821,0.8,0.875,0
"323","knn",65,0.6125,0.389162561576355,0.8,0.625,0.285714285714286
"324","NB",65,0.6375,0.428571428571428,0.828571428571429,0.625,0.333333333333333
"325","mlog",65,0.6375,0.432068543451652,0.8,0.666666666666667,0.333333333333333
"326","rf",66,0.6125,0.396005845104725,0.702702702702703,0.615384615384615,0.411764705882353
"327","nnet",66,0.625,0.414491339351061,0.702702702702703,0.653846153846154,0.411764705882353
"328","knn",66,0.6125,0.388107574636072,0.783783783783784,0.461538461538462,0.470588235294118
"329","NB",66,0.575,0.334800684764001,0.783783783783784,0.423076923076923,0.352941176470588
"330","mlog",66,0.675,0.483358171882762,0.783783783783784,0.653846153846154,0.470588235294118
"331","rf",67,0.625,0.41930800871038,0.848484848484849,0.5,0.428571428571429
"332","nnet",67,0.6,0.360799001248439,0.878787878787879,0.730769230769231,0
"333","knn",67,0.5625,0.311362518445647,0.848484848484849,0.384615384615385,0.333333333333333
"334","NB",67,0.6125,0.39922480620155,0.818181818181818,0.5,0.428571428571429
"335","mlog",67,0.6375,0.439884113954611,0.818181818181818,0.5,0.523809523809524
"336","rf",68,0.6875,0.498495486459378,0.842105263157895,0.636363636363636,0.45
"337","nnet",68,0.6375,0.415322580645161,0.842105263157895,0.863636363636364,0
"338","knn",68,0.7125,0.530851606323305,0.868421052631579,0.727272727272727,0.4
"339","NB",68,0.7125,0.537223340040241,0.894736842105263,0.727272727272727,0.35
"340","mlog",68,0.75,0.597382989431304,0.868421052631579,0.863636363636364,0.4
"341","rf",69,0.575,0.325062034739454,0.852941176470588,0.5,0.2
"342","nnet",69,0.5875,0.327902240325866,0.852941176470588,0.692307692307692,0
"343","knn",69,0.625,0.41832283082889,0.823529411764706,0.5,0.45
"344","NB",69,0.6,0.375305026842362,0.852941176470588,0.423076923076923,0.4
"345","mlog",69,0.6375,0.428007889546351,0.794117647058823,0.615384615384615,0.4
"346","rf",70,0.675,0.458333333333333,0.9,0.65,0.25
"347","nnet",70,0.6375,0.392670157068063,0.85,0.85,0
"348","knn",70,0.6625,0.440414507772021,0.875,0.6,0.3
"349","NB",70,0.6375,0.411167512690355,0.825,0.55,0.35
"350","mlog",70,0.625,0.384615384615385,0.825,0.6,0.25
"351","rf",71,0.5625,0.346557759626604,0.892857142857143,0.652173913043478,0.172413793103448
"352","nnet",71,0.6125,0.423255813953488,0.714285714285714,0.826086956521739,0.344827586206897
"353","knn",71,0.5375,0.307116104868914,0.928571428571429,0.608695652173913,0.103448275862069
"354","NB",71,0.5375,0.302215935879302,0.892857142857143,0.478260869565217,0.241379310344828
"355","mlog",71,0.5875,0.382744914659808,0.892857142857143,0.652173913043478,0.241379310344828
"356","rf",72,0.575,0.352689195621133,0.9,0.652173913043478,0.148148148148148
"357","nnet",72,0.5875,0.383177570093458,0.9,0.869565217391304,0
"358","knn",72,0.6625,0.487301210538808,0.933333333333333,0.782608695652174,0.259259259259259
"359","NB",72,0.6375,0.449976292081555,0.9,0.695652173913043,0.296296296296296
"360","mlog",72,0.6625,0.489844119036372,0.933333333333333,0.782608695652174,0.259259259259259
"361","rf",73,0.6625,0.466007416563659,0.756756756756757,0.666666666666667,0.473684210526316
"362","nnet",73,0.575,0.334800684764001,0.756756756756757,0.541666666666667,0.263157894736842
"363","knn",73,0.6375,0.418837675350701,0.837837837837838,0.375,0.578947368421053
"364","NB",73,0.6375,0.424460431654676,0.837837837837838,0.458333333333333,0.473684210526316
"365","mlog",73,0.6,0.365551425030979,0.756756756756757,0.583333333333333,0.315789473684211
"366","rf",74,0.6125,0.380154961259685,0.857142857142857,0.666666666666667,0.208333333333333
"367","nnet",74,0.575,0.328063241106719,0.828571428571429,0.80952380952381,0
"368","knn",74,0.5875,0.342465753424658,0.828571428571429,0.666666666666667,0.166666666666667
"369","NB",74,0.5875,0.355311355311355,0.8,0.571428571428571,0.291666666666667
"370","mlog",74,0.6125,0.387048937221948,0.828571428571429,0.714285714285714,0.208333333333333
"371","rf",75,0.5625,0.304174950298211,0.861111111111111,0.454545454545455,0.181818181818182
"372","nnet",75,0.5875,0.32994923857868,0.861111111111111,0.727272727272727,0
"373","knn",75,0.5875,0.334677419354839,0.861111111111111,0.454545454545455,0.272727272727273
"374","NB",75,0.55,0.291687161829808,0.805555555555556,0.318181818181818,0.363636363636364
"375","mlog",75,0.6125,0.381546134663342,0.833333333333333,0.590909090909091,0.272727272727273
"376","rf",76,0.6875,0.506781750924784,0.864864864864865,0.681818181818182,0.380952380952381
"377","nnet",76,0.6,0.375762009266033,0.783783783783784,0.863636363636364,0
"378","knn",76,0.7,0.522506839094752,0.864864864864865,0.772727272727273,0.333333333333333
"379","NB",76,0.7125,0.544667161593665,0.864864864864865,0.681818181818182,0.476190476190476
"380","mlog",76,0.6875,0.510763209393346,0.837837837837838,0.636363636363636,0.476190476190476
"381","rf",77,0.65,0.434057604850935,0.916666666666667,0.565217391304348,0.285714285714286
"382","nnet",77,0.6,0.349593495934959,0.888888888888889,0.695652173913043,0
"383","knn",77,0.65,0.434628975265018,0.888888888888889,0.521739130434783,0.380952380952381
"384","NB",77,0.6375,0.421302070341731,0.861111111111111,0.478260869565217,0.428571428571429
"385","mlog",77,0.6875,0.498495486459378,0.916666666666667,0.565217391304348,0.428571428571429
"386","rf",78,0.5875,0.366602687140115,0.722222222222222,0.541666666666667,0.4
"387","nnet",78,0.6625,0.485714285714286,0.694444444444444,0.75,0.5
"388","knn",78,0.6375,0.429695181907571,0.805555555555556,0.625,0.35
"389","NB",78,0.575,0.337877312560857,0.75,0.5,0.35
"390","mlog",78,0.6375,0.43359375,0.805555555555556,0.583333333333333,0.4
"391","rf",79,0.65,0.422531580304202,0.853658536585366,0.352941176470588,0.5
"392","nnet",79,0.6125,0.362139917695473,0.878048780487805,0.764705882352941,0
"393","knn",79,0.7375,0.571209800918836,0.878048780487805,0.647058823529412,0.545454545454545
"394","NB",79,0.6375,0.403292181069959,0.804878048780488,0.411764705882353,0.5
"395","mlog",79,0.7,0.508825786646201,0.853658536585366,0.705882352941177,0.409090909090909
"396","rf",80,0.5375,0.235537190082645,0.763157894736842,0.5,0.111111111111111
"397","nnet",80,0.5625,0.311701081612586,0.710526315789474,0.541666666666667,0.277777777777778
"398","knn",80,0.5625,0.27797833935018,0.815789473684211,0.458333333333333,0.166666666666667
"399","NB",80,0.575,0.326732673267327,0.736842105263158,0.541666666666667,0.277777777777778
"400","mlog",80,0.5625,0.308300395256917,0.710526315789474,0.541666666666667,0.277777777777778
"401","rf",81,0.6375,0.38753959873284,0.857142857142857,0.588235294117647,0.238095238095238
"402","nnet",81,0.6,0.365394149727318,0.69047619047619,0.882352941176471,0.19047619047619
"403","knn",81,0.6625,0.436619718309859,0.80952380952381,0.647058823529412,0.380952380952381
"404","NB",81,0.6625,0.442724458204334,0.857142857142857,0.647058823529412,0.285714285714286
"405","mlog",81,0.6375,0.415322580645161,0.738095238095238,0.764705882352941,0.333333333333333
"406","rf",82,0.675,0.492930277913213,0.885714285714286,0.80952380952381,0.25
"407","nnet",82,0.6125,0.410366143604375,0.771428571428571,0.904761904761905,0.125
"408","knn",82,0.675,0.494286408947241,0.857142857142857,0.857142857142857,0.25
"409","NB",82,0.7,0.536567704561912,0.828571428571429,0.857142857142857,0.375
"410","mlog",82,0.6875,0.517024873219029,0.885714285714286,0.857142857142857,0.25
"411","rf",83,0.6625,0.449260581336053,0.871794871794872,0.619047619047619,0.3
"412","nnet",83,0.65,0.416362688900469,0.923076923076923,0.761904761904762,0
"413","knn",83,0.5875,0.342793129200896,0.794871794871795,0.476190476190476,0.3
"414","NB",83,0.6125,0.376727821060568,0.794871794871795,0.571428571428571,0.3
"415","mlog",83,0.6375,0.408314205559806,0.846153846153846,0.666666666666667,0.2
"416","rf",84,0.5875,0.344099378881988,0.8,0.56,0.25
"417","nnet",84,0.625,0.396984924623116,0.828571428571429,0.84,0
"418","knn",84,0.625,0.399249061326658,0.828571428571429,0.72,0.15
"419","NB",84,0.575,0.334963325183374,0.742857142857143,0.56,0.3
"420","mlog",84,0.65,0.454987834549878,0.771428571428571,0.64,0.45
"421","rf",85,0.6375,0.400206825232678,0.785714285714286,0.526315789473684,0.421052631578947
"422","nnet",85,0.6125,0.384462645817821,0.714285714285714,0.526315789473684,0.473684210526316
"423","knn",85,0.6625,0.451358902717805,0.761904761904762,0.631578947368421,0.473684210526316
"424","NB",85,0.675,0.477780567411499,0.761904761904762,0.526315789473684,0.631578947368421
"425","mlog",85,0.6375,0.40725600408789,0.785714285714286,0.578947368421053,0.368421052631579
"426","rf",86,0.675,0.490820073439413,0.888888888888889,0.882352941176471,0.259259259259259
"427","nnet",86,0.5875,0.366298607777244,0.916666666666667,0.823529411764706,0
"428","knn",86,0.6125,0.39334637964775,0.916666666666667,0.764705882352941,0.111111111111111
"429","NB",86,0.6625,0.464551313832424,0.888888888888889,0.647058823529412,0.37037037037037
"430","mlog",86,0.675,0.483486466352123,0.944444444444444,0.705882352941177,0.296296296296296
"431","rf",87,0.6375,0.409669211195929,0.846153846153846,0.684210526315789,0.227272727272727
"432","nnet",87,0.6625,0.448979591836735,0.923076923076923,0.894736842105263,0
"433","knn",87,0.6875,0.48440319670018,0.948717948717949,0.684210526315789,0.227272727272727
"434","NB",87,0.675,0.474482061647297,0.923076923076923,0.631578947368421,0.272727272727273
"435","mlog",87,0.6875,0.495459132189707,0.871794871794872,0.789473684210526,0.272727272727273
"436","rf",88,0.6125,0.376571141277024,0.714285714285714,0.5,0.5
"437","nnet",88,0.65,0.391965255157438,0.833333333333333,0.681818181818182,0.125
"438","knn",88,0.675,0.478173607626693,0.761904761904762,0.590909090909091,0.5625
"439","NB",88,0.6125,0.376571141277024,0.761904761904762,0.454545454545455,0.4375
"440","mlog",88,0.6125,0.374684820978316,0.714285714285714,0.545454545454545,0.4375
"441","rf",89,0.5625,0.330143540669857,0.78125,0.482758620689655,0.315789473684211
"442","nnet",89,0.6125,0.373420919656392,0.8125,0.793103448275862,0
"443","knn",89,0.5125,0.248373885810648,0.75,0.413793103448276,0.263157894736842
"444","NB",89,0.5375,0.29473433404813,0.78125,0.413793103448276,0.315789473684211
"445","mlog",89,0.55,0.307692307692308,0.75,0.517241379310345,0.263157894736842
"446","rf",90,0.5625,0.291139240506329,0.769230769230769,0.461538461538462,0.2
"447","nnet",90,0.5625,0.297717582141961,0.769230769230769,0.461538461538462,0.2
"448","knn",90,0.65,0.423720092616414,0.897435897435897,0.5,0.266666666666667
"449","NB",90,0.6125,0.383391347588265,0.769230769230769,0.5,0.4
"450","mlog",90,0.6125,0.365079365079365,0.794871794871795,0.576923076923077,0.2
"451","rf",91,0.6375,0.438528557599225,0.875,0.5,0.45
"452","nnet",91,0.575,0.3158953722334,0.84375,0.678571428571429,0
"453","knn",91,0.6,0.37682570593963,0.875,0.464285714285714,0.35
"454","NB",91,0.5875,0.363548698167792,0.8125,0.428571428571429,0.45
"455","mlog",91,0.5875,0.363548698167792,0.8125,0.5,0.35
"456","rf",92,0.6,0.36,0.775,0.65,0.2
"457","nnet",92,0.6125,0.370558375634518,0.8,0.85,0
"458","knn",92,0.6625,0.431578947368421,0.9,0.65,0.2
"459","NB",92,0.65,0.428571428571429,0.825,0.65,0.3
"460","mlog",92,0.6375,0.42,0.75,0.8,0.25
"461","rf",93,0.5375,0.28415961305925,0.684210526315789,0.733333333333333,0.222222222222222
"462","nnet",93,0.525,0.26195678562758,0.789473684210526,0.8,0
"463","knn",93,0.5625,0.297365119196989,0.789473684210526,0.666666666666667,0.185185185185185
"464","NB",93,0.575,0.325396825396825,0.789473684210526,0.666666666666667,0.222222222222222
"465","mlog",93,0.575,0.334963325183374,0.789473684210526,0.666666666666667,0.222222222222222
"466","rf",94,0.65,0.435483870967742,0.8,0.631578947368421,0.380952380952381
"467","nnet",94,0.6,0.363025628265738,0.75,0.947368421052632,0
"468","knn",94,0.6625,0.446579554189085,0.85,0.526315789473684,0.428571428571429
"469","NB",94,0.6375,0.406194010749936,0.825,0.578947368421053,0.333333333333333
"470","mlog",94,0.5875,0.334341906202723,0.775,0.526315789473684,0.285714285714286
"471","rf",95,0.65,0.449090014756518,0.911764705882353,0.6,0.346153846153846
"472","nnet",95,0.6,0.400187441424555,0.852941176470588,0.95,0
"473","knn",95,0.6375,0.423459244532803,0.970588235294118,0.65,0.192307692307692
"474","NB",95,0.7,0.525222551928783,0.941176470588235,0.55,0.5
"475","mlog",95,0.65,0.450441609421001,0.911764705882353,0.55,0.384615384615385
"476","rf",96,0.675,0.448568398727466,0.837209302325581,0.636363636363636,0.266666666666667
"477","nnet",96,0.725,0.512600387704237,0.930232558139535,0.818181818181818,0
"478","knn",96,0.725,0.531665779670037,0.837209302325581,0.772727272727273,0.333333333333333
"479","NB",96,0.75,0.589533093894305,0.86046511627907,0.772727272727273,0.4
"480","mlog",96,0.725,0.544395547501942,0.837209302325581,0.727272727272727,0.4
"481","rf",97,0.6625,0.444158517756047,0.829268292682927,0.7,0.263157894736842
"482","nnet",97,0.675,0.45449777078416,0.902439024390244,0.85,0
"483","knn",97,0.775,0.637735849056604,0.878048780487805,0.8,0.526315789473684
"484","NB",97,0.7625,0.611451942740286,0.902439024390244,0.75,0.473684210526316
"485","mlog",97,0.775,0.633774160732452,0.878048780487805,0.8,0.526315789473684
"486","rf",98,0.575,0.311740890688259,0.783783783783784,0.565217391304348,0.2
"487","nnet",98,0.5625,0.305555555555556,0.783783783783784,0.391304347826087,0.35
"488","knn",98,0.65,0.424608271256101,0.918918918918919,0.521739130434783,0.3
"489","NB",98,0.625,0.400599400599401,0.864864864864865,0.434782608695652,0.4
"490","mlog",98,0.65,0.440419685236073,0.837837837837838,0.565217391304348,0.4
"491","rf",99,0.7,0.484978540772532,0.951219512195122,0.5,0.380952380952381
"492","nnet",99,0.625,0.37007874015748,0.902439024390244,0.722222222222222,0
"493","knn",99,0.65,0.409282700421941,0.902439024390244,0.666666666666667,0.142857142857143
"494","NB",99,0.6625,0.444158517756047,0.853658536585366,0.666666666666667,0.285714285714286
"495","mlog",99,0.7,0.489768801488174,0.926829268292683,0.722222222222222,0.238095238095238
"496","rf",100,0.575,0.330708661417323,0.810810810810811,0.6,0.173913043478261
"497","nnet",100,0.5625,0.317239697634723,0.756756756756757,0.65,0.173913043478261
"498","knn",100,0.6,0.363025628265738,0.810810810810811,0.65,0.217391304347826
"499","NB",100,0.55,0.290115849149618,0.756756756756757,0.45,0.304347826086957
"500","mlog",100,0.625,0.405351833498513,0.810810810810811,0.7,0.260869565217391
